,Location,"Latitude, Longitude",Date,Name_en,Name_ko,Latitude,Longitude,Start_date,End_date,Full_Name_en,colors
362,"Seoul, Jeong-dong","37.565653, 126.972305",04/1920-,NaHS,나혜석,37.565653,126.972305,04/1920,,Na Hye-seok,"rgb(124, 17, 135)"
363,Goheung-gun,"34.609402, 127.282781",04/1920- ,NaHS,나혜석,34.609402,127.282781,04/1920,,Na Hye-seok,"rgb(124, 17, 135)"
364,"Seoul, Insa-dong","37.572897, 126.986622",6/28/1920 - ,NaHS,나혜석,37.572897,126.986622,6/28/1920,,Na Hye-seok,"rgb(124, 17, 135)"
365,"Seoul, Sungui-dong","37.462424, 126.648987",06/1920-,NaHS,나혜석,37.462424,126.648987,06/1920,,Na Hye-seok,"rgb(124, 17, 135)"
366,Tokyo (assumption) ,"35.695126,  139.75391",2 months 1920 ,NaHS,나혜석,35.695126,139.75391,2 months 1920 ,,Na Hye-seok,"rgb(124, 17, 135)"
367,"Seoul, taepyeongno 1(il)-ga, Jung-gu","37.567649, 126.977912",03/1921-,NaHS,나혜석,37.567649,126.977912,03/1921,,Na Hye-seok,"rgb(124, 17, 135)"
368,"Seoul, Sungui-dong","37.462424, 126.648987",1920-1921,NaHS,나혜석,37.462424,126.648987,1920,1921,Na Hye-seok,"rgb(124, 17, 135)"
369,"Liaoning, Dandong","40.000899, 124.358307",1922- ,NaHS,나혜석,40.000899,124.358307,1922,,Na Hye-seok,"rgb(124, 17, 135)"
370,Seoul,"37.565562, 126.977178",1924-,NaHS,나혜석,37.565562,126.977178,1924,,Na Hye-seok,"rgb(124, 17, 135)"
371,"Busan, Korea","35.209209,  129.08836",Spring 1927 - 6/1927,NaHS,나혜석,35.209209,129.08836,Spring 1927,6/1927,Na Hye-seok,"rgb(124, 17, 135)"
372,Seoul Train Station,"37.55387,  126.969641",6/1927 - ,NaHS,나혜석,37.55387,126.969641,6/1927,,Na Hye-seok,"rgb(124, 17, 135)"
373,"Shinuiju, Korea","40.08151,  124.467545",6/1927 - ,NaHS,나혜석,40.08151,124.467545,6/1927,,Na Hye-seok,"rgb(124, 17, 135)"
374,"Harbin, China","45.747647,  126.624467",6/1927 - ,NaHS,나혜석,45.747647,126.624467,6/1927,,Na Hye-seok,"rgb(124, 17, 135)"
375,"Moscow, Russia","55.741469,  37.615561",6/1927 - ,NaHS,나혜석,55.741469,37.615561,6/1927,,Na Hye-seok,"rgb(124, 17, 135)"
376,"Paris, France","48.859116,  2.331839",7/19/1927 - ,NaHS,나혜석,48.859116,2.331839,7/19/1927,,Na Hye-seok,"rgb(124, 17, 135)"
377,"Lake Baikal, Russia","53.921043,  108.10312",7/1927 - ,NaHS,나혜석,53.921043,108.10312,7/1927,,Na Hye-seok,"rgb(124, 17, 135)"
378,"Geneva, Switzerland","46.191574,  6.131497",7/27/1927 - ,NaHS,나혜석,46.191574,6.131497,7/27/1927,,Na Hye-seok,"rgb(124, 17, 135)"
379,"Paris, France","48.859116,  2.331839",8/14/1927 - ,NaHS,나혜석,48.859116,2.331839,8/14/1927,,Na Hye-seok,"rgb(124, 17, 135)"
380,Belgium,"50.780688,  4.792712",8/24/1927 - ,NaHS,나혜석,50.780688,4.792712,8/24/1927,,Na Hye-seok,"rgb(124, 17, 135)"
381,"The Hague, Netherlands","52.07114,  4.29916",8/24/1927 - ,NaHS,나혜석,52.07114,4.29916,8/24/1927,,Na Hye-seok,"rgb(124, 17, 135)"
382,"Paris, France","48.859116,  2.331839",8~9/ 1927 - 12/24/1927,NaHS,나혜석,48.859116,2.331839,8~9/ 1927,12/24/1927,Na Hye-seok,"rgb(124, 17, 135)"
383,"Berlin, Germany","52.52045,  13.40732",12/24/1927 - 1/4/1928,NaHS,나혜석,52.52045,13.40732,12/24/1927,1/4/1928,Na Hye-seok,"rgb(124, 17, 135)"
384,"Paris, France","48.859116,  2.331839",1/4/1928 - 3/1928,NaHS,나혜석,48.859116,2.331839,1/4/1928,3/1928,Na Hye-seok,"rgb(124, 17, 135)"
385,Italy,"44.732552,  11.077303",3/1928 - 7/1928,NaHS,나혜석,44.732552,11.077303,3/1928,7/1928,Na Hye-seok,"rgb(124, 17, 135)"
386,United Kingdom,"52.418788,  -1.247349",7/1/1928 -  8/15/1928,NaHS,나혜석,52.418788,-1.247349,7/1/1928, 8/15/1928,Na Hye-seok,"rgb(124, 17, 135)"
387,"Paris, France","48.859116,  2.331839",8/15/1928 - ,NaHS,나혜석,48.859116,2.331839,8/15/1928,,Na Hye-seok,"rgb(124, 17, 135)"
388,Spain,"40.09095,  -3.464618",8/1928 - ,NaHS,나혜석,40.09095,-3.464618,8/1928,,Na Hye-seok,"rgb(124, 17, 135)"
389,"New York, NY, USA","40.68295,  -73.9708",9/23/1928 - ,NaHS,나혜석,40.68295,-73.9708,9/23/1928,,Na Hye-seok,"rgb(124, 17, 135)"
390,"San Francisco, CA, USA","37.778008,  -122.431272",1/12/1929 - ,NaHS,나혜석,37.778008,-122.431272,1/12/1929,,Na Hye-seok,"rgb(124, 17, 135)"
391,"Hawaii, USA","19.647634,  -155.533256",2/14/1929 - ,NaHS,나혜석,19.647634,-155.533256,2/14/1929,,Na Hye-seok,"rgb(124, 17, 135)"
392,"Yokohama-shi, Japan","35.531156,  139.544629",3/3/1929 - ,NaHS,나혜석,35.531156,139.544629,3/3/1929,,Na Hye-seok,"rgb(124, 17, 135)"
393,"Tokyo, Japan","35.695126,  139.75391",3/1929 (1 week) ,NaHS,나혜석,35.695126,139.75391,3/1929 (1 week) ,,Na Hye-seok,"rgb(124, 17, 135)"
394,"Busan, Korea","35.209209,  129.08836",3/12/1929 - ,NaHS,나혜석,35.209209,129.08836,3/12/1929,,Na Hye-seok,"rgb(124, 17, 135)"
395,"Suwon-si, Namsu-dong","35.209209,  129.08836",5/1930 - ,NaHS,나혜석,35.209209,129.08836,5/1930,,Na Hye-seok,"rgb(124, 17, 135)"
396,Seoul,"37.565562, 126.977178",5/1930,NaHS,나혜석,37.565562,126.977178,5/1930,,Na Hye-seok,"rgb(124, 17, 135)"
397,"Liaoning, Shenyang","41.806014, 123.426839",1930 - ,NaHS,나혜석,41.806014,123.426839,1930,,Na Hye-seok,"rgb(124, 17, 135)"
398,"Busan, Dongnae-gu","35.204657, 129.083342",1931-,NaHS,나혜석,35.204657,129.083342,1931,,Na Hye-seok,"rgb(124, 17, 135)"
399,Mt. Kumgang,"38.656358, 128.104958",5/1931 (1 month),NaHS,나혜석,38.656358,128.104958,5/1931 (1 month),,Na Hye-seok,"rgb(124, 17, 135)"
400,Yalu River,"40.785263, 125.583335",1931 (1 week) ,NaHS,나혜석,40.785263,125.583335,1931 (1 week) ,,Na Hye-seok,"rgb(124, 17, 135)"
401,"Liaoning, Shenyang","41.806014, 123.426839",1931  - ,NaHS,나혜석,41.806014,123.426839,1931,,Na Hye-seok,"rgb(124, 17, 135)"
402,"Tokyo, Japan","35.695126,  139.75391",Autumn 1931,NaHS,나혜석,35.695126,139.75391,Autumn 1931,,Na Hye-seok,"rgb(124, 17, 135)"
403,Japan ,"35.695126,  139.75391",4/1932 - ,NaHS,나혜석,35.695126,139.75391,4/1932,,Na Hye-seok,"rgb(124, 17, 135)"
404,Mt. Kumgang,"38.656358, 128.104958",summer 1932 -,NaHS,나혜석,38.656358,128.104958,summer 1932,,Na Hye-seok,"rgb(124, 17, 135)"
405,"Seoul, Susong-dong","37.572747, 126.979642",2/4/1933 - ,NaHS,나혜석,37.572747,126.979642,2/4/1933,,Na Hye-seok,"rgb(124, 17, 135)"
406,Suwon-si,"37.284836, 127.011856",3/1935 - ,NaHS,나혜석,37.284836,127.011856,3/1935,,Na Hye-seok,"rgb(124, 17, 135)"
407,"Seoul, Chungmo-ro","37.565150, 126.992804",10/24/1935-,NaHS,나혜석,37.56515,126.992804,10/24/1935,,Na Hye-seok,"rgb(124, 17, 135)"
408,"Yesan-gun, Sudeoksa","36.663209, 126.622542",1937 - ,NaHS,나혜석,36.663209,126.622542,1937,,Na Hye-seok,"rgb(124, 17, 135)"
409,"Hapcheon-gun, Haeinsa","35.801411, 128.098031",summer and autumn 1938,NaHS,나혜석,35.801411,128.098031,summer and autumn 1938,,Na Hye-seok,"rgb(124, 17, 135)"
410,"Seoul, Donam-dong","37.600553, 127.023421",1943 - ,NaHS,나혜석,37.600553,127.023421,1943,,Na Hye-seok,"rgb(124, 17, 135)"
411,Kaesong,"37.939274, 126.587216",1944 - ,NaHS,나혜석,37.939274,126.587216,1944,,Na Hye-seok,"rgb(124, 17, 135)"
412,"Seoul, Gugi-dong","37.615168, 126.955054",10/21/1944 - ,NaHS,나혜석,37.615168,126.955054,10/21/1944,,Na Hye-seok,"rgb(124, 17, 135)"
413,"Anyang, Anyang 2(i)-dong","37.411353, 126.919370",1947 - ,NaHS,나혜석,37.411353,126.91937,1947,,Na Hye-seok,"rgb(124, 17, 135)"
414,"Seoul, Yongsan-gu, Wonhyoro ","37.540970, 126.967748",12/10/1948 - ,NaHS,나혜석,37.54097,126.967748,12/10/1948,,Na Hye-seok,"rgb(124, 17, 135)"
415,"Seoul, Sajik-dong","37.574588, 126.965390",09/23/1910,YiSang,이상,37.574588,126.96539,09/23/1910,,Lee Sang,"rgb(101, 3, 83)"
416,"Seoul, Susong-dong ","37.573970, 126.980389",1922-,YiSang,이상,37.57397,126.980389,1922,,Lee Sang,"rgb(101, 3, 83)"
417,"Seoul, Dongsung-dong","37.578970, 127.003255",1926-,YiSang,이상,37.57897,127.003255,1926,,Lee Sang,"rgb(101, 3, 83)"
418,"Seoul, Sajik-dong","37.579560, 126.977047",1929-,YiSang,이상,37.57956,126.977047,1929,,Lee Sang,"rgb(101, 3, 83)"
419,Paechon ,"37.981398, 126.296085",1933-,YiSang,이상,37.981398,126.296085,1933,,Lee Sang,"rgb(101, 3, 83)"
420,"Seoul, Cheongunhyoja-dong","37.578807, 126.970860",1933-,YiSang,이상,37.578807,126.97086,1933,,Lee Sang,"rgb(101, 3, 83)"
421,Incheon,"37.456715, 126.703865",1935-,YiSang,이상,37.456715,126.703865,1935,,Lee Sang,"rgb(101, 3, 83)"
422,Songchŏn,"39.237024, 126.212395",1935-,YiSang,이상,39.237024,126.212395,1935,,Lee Sang,"rgb(101, 3, 83)"
423,Tokyo ,"35.708088, 139.731829",10/1936- ,YiSang,이상,35.708088,139.731829,10/1936,,Lee Sang,"rgb(101, 3, 83)"
424,Tokyo ,"35.693208, 139.762099",02/1937-,YiSang,이상,35.693208,139.762099,02/1937,,Lee Sang,"rgb(101, 3, 83)"
425,"Seoul, Yeongeon-dong","37.579694, 126.998978",04/17/1937 ,YiSang,이상,37.579694,126.998978,04/17/1937 ,,Lee Sang,"rgb(101, 3, 83)"
426,Pyongyang,"39.041213, 125.763430",03/03/1914,KimSR,김사량,39.041213,125.76343,03/03/1914,,Kim Sa-ryang,"rgb(219, 23, 130)"
427,Pyongyang,"39.041213, 125.763430",1928-,KimSR,김사량,39.041213,125.76343,1928,,Kim Sa-ryang,"rgb(219, 23, 130)"
428,Tokyo,"35.708646, 139.731143",1931-,KimSR,김사량,35.708646,139.731143,1931,,Kim Sa-ryang,"rgb(219, 23, 130)"
429,Saga,"33.244616, 130.302855",1933-,KimSR,김사량,33.244616,130.302855,1933,,Kim Sa-ryang,"rgb(219, 23, 130)"
430,Tokyo,"35.712677, 139.761968",04/1936-,KimSR,김사량,35.712677,139.761968,04/1936,,Kim Sa-ryang,"rgb(219, 23, 130)"
431,Pyongyang,"39.041213, 125.763430",08/1938-,KimSR,김사량,39.041213,125.76343,08/1938,,Kim Sa-ryang,"rgb(219, 23, 130)"
432,Pyongyang,"39.041213, 125.763430",01/06/1939,KimSR,김사량,39.041213,125.76343,01/06/1939,,Kim Sa-ryang,"rgb(219, 23, 130)"
433,Beijing ,"39.908692, 116.409692",03/1939,KimSR,김사량,39.908692,116.409692,03/1939,,Kim Sa-ryang,"rgb(219, 23, 130)"
434,"Seoul, Taepyeongno 1(il)-ga","37.567923, 126.975625",04/1939,KimSR,김사량,37.567923,126.975625,04/1939,,Kim Sa-ryang,"rgb(219, 23, 130)"
435,Tokyo,"35.712677, 139.761968",06/1939,KimSR,김사량,35.712677,139.761968,06/1939,,Kim Sa-ryang,"rgb(219, 23, 130)"
436,Kamakura,"35.318930, 139.546637",04/1941,KimSR,김사량,35.31893,139.546637,04/1941,,Kim Sa-ryang,"rgb(219, 23, 130)"
437,Pyongyang,"39.041213, 125.763430",1942-,KimSR,김사량,39.041213,125.76343,1942,,Kim Sa-ryang,"rgb(219, 23, 130)"
438,Tokyo,"35.709206, 139.729082",08/28/1943-,KimSR,김사량,35.709206,139.729082,08/28/1943,,Kim Sa-ryang,"rgb(219, 23, 130)"
439,Pyongyang,"39.041213, 125.763430",04/1944,KimSR,김사량,39.041213,125.76343,04/1944,,Kim Sa-ryang,"rgb(219, 23, 130)"
440,Beijing ,"39.908692, 116.409692",06/1944-08/1944,KimSR,김사량,39.908692,116.409692,06/1944,08/1944,Kim Sa-ryang,"rgb(219, 23, 130)"
441,Beijing ,"39.908692, 116.409692",05/09/1945,KimSR,김사량,39.908692,116.409692,05/09/1945,,Kim Sa-ryang,"rgb(219, 23, 130)"
442,Xingtai,"37.092465, 114.469357",05/30/1945,KimSR,김사량,37.092465,114.469357,05/30/1945,,Kim Sa-ryang,"rgb(219, 23, 130)"
443,Taihang Shan,"36.994268, 113.927692",06/02/1945,KimSR,김사량,36.994268,113.927692,06/02/1945,,Kim Sa-ryang,"rgb(219, 23, 130)"
444,Pyongyang,"39.041213, 125.763430",08/15/1945,KimSR,김사량,39.041213,125.76343,08/15/1945,,Kim Sa-ryang,"rgb(219, 23, 130)"
445,Seoul ,"37.660257, 127.006210",12/10/1945,KimSR,김사량,37.660257,127.00621,12/10/1945,,Kim Sa-ryang,"rgb(219, 23, 130)"
446,Changwon-si,"35.213232, 128.580827",7/11/1912 - ,ChiHR,지하련,35.213232,128.580827,7/11/1912,,Ji Ha-ryeon,"rgb(146, 13, 49)"
447,"Tokyo, Higashinakano","35.711414, 139.685260",1923/1924,ChiHR,지하련,35.711414,139.68526,1923/1924,,Ji Ha-ryeon,"rgb(146, 13, 49)"
448,"Tokyo, honcho","35.697022, 139.661950",1923/1924,ChiHR,지하련,35.697022,139.66195,1923/1924,,Ji Ha-ryeon,"rgb(146, 13, 49)"
449,Tokyo (assumption) ,"35.695126,  139.75391",1929/1930 (5 years) ,ChiHR,지하련,35.695126,139.75391,1929/1930 (5 years) ,,Ji Ha-ryeon,"rgb(146, 13, 49)"
450,Pyongyang,"39.038863, 125.762656",1934 - ,ChiHR,지하련,39.038863,125.762656,1934,,Ji Ha-ryeon,"rgb(146, 13, 49)"
451,"Masan, Sangnam-dong","35.211166, 128.578156",7/11/1936 - 1/1938,ChiHR,지하련,35.211166,128.578156,7/11/1936,1/1938,Ji Ha-ryeon,"rgb(146, 13, 49)"
452,"Seoul, Changsin-dong","37.575090, 127.012236",2/1938 - ,ChiHR,지하련,37.57509,127.012236,2/1938,,Ji Ha-ryeon,"rgb(146, 13, 49)"
453,"Seoul, Hoegi-dong","37.590649, 127.054936",1939 - ,ChiHR,지하련,37.590649,127.054936,1939,,Ji Ha-ryeon,"rgb(146, 13, 49)"
454,North Korea ,"40.263731, 127.588869",before 1948 - ,ChiHR,지하련,40.263731,127.588869,before 1948,,Ji Ha-ryeon,"rgb(146, 13, 49)"
455,Manchuria (Jirin?) ,"43.161312, 126.385495",1953-,ChiHR,지하련,43.161312,126.385495,1953,,Ji Ha-ryeon,"rgb(146, 13, 49)"
456,Huichon,"40.173241, 126.277647",1960 - ,ChiHR,지하련,40.173241,126.277647,1960,,Ji Ha-ryeon,"rgb(146, 13, 49)"
